name,slug,category,pillar,description,url,aliases,parent_slug
Supervisor de Posto de Trabalho by FindMe,supervisor-de-posto-de-trabalho-by-findme,Prestadores de Serviços,Gestão,O Supervisor de Posto de Trabalho by FindMe é um sistema de supervisão remota desenvolvido para obter informações operacionais de cada posto de trabalho de forma simples e rápida.,https://produtos.totvs.com/produto/prestadores-de-servicos/supervisor-de-posto-de-trabalho-by-findme/,Supervisor de Posto de Trabalho by FindMe,prestadores-de-servicos
Telemetria de Transportes by NewsGPS,telemetria-de-transportes-by-newsgps,Prestadores de Serviços,Gestão,,https://produtos.totvs.com/produto/prestadores-de-servicos/telemetria-de-transportes-by-newsgps/,Telemetria de Transportes by NewsGPS,prestadores-de-servicos
TOTVS Prestadores de Serviços Field Service,field-service,Prestadores de Serviços,Gestão,Roadmap – TOTVS Prestadores de Serviços Field Services Management,https://produtos.totvs.com/produto/prestadores-de-servicos/field-service/,TOTVS Prestadores de Serviços Field Service|Prestadores de Serviços Field Service|field service,prestadores-de-servicos
TOTVS Prestadores de Serviços Terceirização,terceirizacao,Prestadores de Serviços,Gestão,"O TOTVS Prestadores de Serviços Terceirização, solução especialista do sistema Protheus para o segmento de Serviços, oferece ferramentas poderosas para impulsionar os negócios. Com ela, é possível aumentar a rentabilidade da sua empresa, melhorar a gestão, controle de custos, contratos e muito mais.",https://produtos.totvs.com/produto/prestadores-de-servicos/terceirizacao/,TOTVS Prestadores de Serviços Terceirização|Prestadores de Serviços Terceirização|terceirizacao,prestadores-de-servicos
TOTVS Rental,rental,Prestadores de Serviços,Gestão,"O TOTVS Rental é um sistema de gestão para todas as necessidades do segmento de locação de máquinas e equipamentos. Ele tem integração ao módulo de Manutenção de Ativos do TOTVS Backoffice - Linha Protheus e ao TOTVS Analytics, para você acompanhar todos os indicadores do seu negócio.",https://produtos.totvs.com/produto/prestadores-de-servicos/rental/,TOTVS Rental|Rental,prestadores-de-servicos
Privacidade de Dados,privacidade-de-dados,Privacidade de Dados,Gestão,,https://produtos.totvs.com/produto/privacidade-de-dados/,Privacidade de Dados,
RPA by Automation Anywhere,rpa-by-automation-anywhere,RPA by Automation Anywhere,Gestão,"O RPA by Automation Anywhere é um software de automação robótica de processos que permite a criação de robôs para executar tarefas de forma automática, em qualquer sistema da empresa.",https://produtos.totvs.com/produto/rpa-by-automation-anywhere/,RPA by Automation Anywhere,
S&OP by Neogrid,sop-by-neogrid,S&OP by Neogrid,Gestão,Conte com um sistema de planejamento de vendas e operações para desenvolver um planejamento colaborativo da demanda da sua empresa.,https://produtos.totvs.com/produto/sop-by-neogrid/,S&OP by Neogrid|sop by neogrid,
Ciclo de Receita by UpFlux,ciclo-de-receita-by-upflux,Saúde,Gestão,,https://produtos.totvs.com/produto/saude/ciclo-de-receita-by-upflux/,Ciclo de Receita by UpFlux,saude
Health Analytics by Horuss AI,health-analytics-by-horuss-ai,Saúde,Gestão,,https://produtos.totvs.com/produto/saude/health-analytics-by-horuss-ai/,Health Analytics by Horuss AI,saude
Insights by Horuss AI,insights-by-horuss-ai,Saúde,Gestão,,https://produtos.totvs.com/produto/saude/insights-by-horuss-ai/,Insights by Horuss AI,saude
Internação e Desospitalização by UpFlux,internacao-e-desospitalizacao-by-upflux,Saúde,Gestão,,https://produtos.totvs.com/produto/saude/internacao-e-desospitalizacao-by-upflux/,Internação e Desospitalização by UpFlux|internacao e desospitalizacao by upflux,saude
Pós-auditoria em Saúde by UpFlux,pos-auditoria-em-saude-by-upflux,Saúde,Gestão,,https://produtos.totvs.com/produto/saude/pos-auditoria-em-saude-by-upflux/,Pós-auditoria em Saúde by UpFlux|pos auditoria em saude by upflux,saude
Saúde,saude,Saúde,Gestão,Os produtos TOTVS estão em constante evolução para transpor desafios e acompanhar cada etapa da jornada digital da sua empresa.,https://produtos.totvs.com/produto/saude/,Saúde|saude,
TOTVS Saúde Consultórios,consultorios,Saúde,Gestão,,https://produtos.totvs.com/produto/saude/consultorios/,TOTVS Saúde Consultórios|Saúde Consultórios|consultorios,saude
TOTVS Saúde Gestor TISS,gestor-tiss,Saúde,Gestão,O TOTVS Saúde Gestor TISS faz a análise automática dos dados que são gerados para a entrega do IDSS para a Agência Nacional de Saúde Suplementar (ANS).,https://produtos.totvs.com/produto/saude/gestor-tiss/,TOTVS Saúde Gestor TISS|Saúde Gestor TISS|gestor tiss,saude
TOTVS Saúde Hospitais e Clínicas,hospitais-e-clinicas,Saúde,Gestão,"O TOTVS Saúde Hospitais e Clínicas é um sistema de gestão que permite administrar todos os processos da sua instituição de forma ágil e eficiente, sempre com 100% de compliance quanto legislação e regulamentos do setor de saúde, e conformidade em relação aos contratos firmados com empresas e planos de saúde.",https://produtos.totvs.com/produto/saude/hospitais-e-clinicas/,TOTVS Saúde Hospitais e Clínicas|Saúde Hospitais e Clínicas|hospitais e clinicas,saude
TOTVS Saúde Planos - Linha Datasul,totvs-saude-planos-linha-datasul,Saúde,Gestão,"O TOTVS Saúde Planos – Linha Datasul é uma solução criada para responder às necessidades de gestão de planos e seguros de saúde. Com ela, é possível realizar a gestão de contratos, carências, cobranças, pagamentos de médicos, cooperados e prestadores credenciados, autorizações de exames e procedimentos e muito mais.",https://produtos.totvs.com/produto/saude/totvs-saude-planos-linha-datasul/,TOTVS Saúde Planos - Linha Datasul|Saúde Planos - Linha Datasul|Saúde Planos|totvs saude planos linha datasul,saude
TOTVS Saúde Planos - Linha Protheus,totvs-saude-planos-linha-protheus,Saúde,Gestão,"O TOTVS Saúde Planos – Linha Protheus é uma solução voltada para o segmento de planos e seguros de saúde. Trata-se de uma ferramenta completa que permite gerenciar todos os aspectos do negócio, incluindo processos fiscais, contábeis e regulatórios, além de facilitar a gestão de carteiras de clientes e convênios.",https://produtos.totvs.com/produto/saude/totvs-saude-planos-linha-protheus/,TOTVS Saúde Planos - Linha Protheus|Saúde Planos - Linha Protheus|Saúde Planos|totvs saude planos linha protheus,saude
TOTVS Saúde Portal Autorizador,portal-autorizador,Saúde,Gestão,"O TOTVS Saúde Portal Autorizador é exclusivo para operadoras de planos de saúde que usam o TOTVS Saúde Planos - Linha Protheus. Com ele, você gerencia de forma rápida e eficiente a comunicação com os prestadores de serviço, na aprovação de exames e procedimentos.",https://produtos.totvs.com/produto/saude/portal-autorizador/,TOTVS Saúde Portal Autorizador|Saúde Portal Autorizador|portal autorizador,saude
Self Checkout by Videosoft,self-checkout-by-videosoft,Self Checkout by Videosoft,Gestão,"O Self Checkout by Videosoft é uma solução completa de autoatendimento, que permite ao cliente fechar as compras na sua loja de forma autônoma, sem a ajuda de um vendedor ou de um operador de caixa.",https://produtos.totvs.com/produto/self-checkout-by-videosoft/,Self Checkout by Videosoft,
Aplicações SAAS,aplicacoes-saas,Serviços,Gestão,,https://produtos.totvs.com/produto/servicos/aplicacoes-saas/,Aplicações SAAS|aplicacoes saas,servicos
Fábrica de Software,fabrica-de-sw,Serviços,Gestão,"Tenha a estrutura de desenvolvimento de sistemas da TOTVS a serviço da sua empresa para criar customizações, integrações e ferramentas específicas para atender demandas operacionais e administrativas do seu negócio.",https://produtos.totvs.com/produto/servicos/fabrica-de-sw/,Fábrica de Software|fabrica de sw,servicos
Infra Services,infra-services,Serviços,Gestão,,https://produtos.totvs.com/produto/servicos/infra-services/,Infra Services,servicos
Infraestrutura de Sistemas,infraestrutura-de-sistemas,Serviços,Gestão,,https://produtos.totvs.com/produto/servicos/infraestrutura-de-sistemas/,Infraestrutura de Sistemas,servicos
Prime Ágil,prime-agil,Serviços,Gestão,,https://produtos.totvs.com/produto/servicos/prime-agil/,Prime Ágil|prime agil,servicos
Serviços,servicos,Serviços,Gestão,,https://produtos.totvs.com/produto/servicos/,,
Sustentação,sustentacao,Serviços,Gestão,,https://produtos.totvs.com/produto/servicos/sustentacao/,Sustentação|sustentacao,servicos
Upgrade de Releases,upgrade-de-releases,Serviços,Gestão,,https://produtos.totvs.com/produto/servicos/upgrade-de-releases/,Upgrade de Releases,servicos
Setor Público,setor-publico,Setor Público,Gestão,,https://produtos.totvs.com/produto/setor-publico/,Setor Público|setor publico,
Suporte e Manutenção SPOC,suporte-e-manutencao-spoc,Suporte e Manutenção SPOC,Gestão,"O Monitoramento SPOC (Single Point of Contact) oferece mais velocidade na resposta do atendimento. Com ele, você pode pedir prioridade para a solução dos seus problemas e tem contato direto com a estrutura de suporte dos produtos da TOTVS.",https://produtos.totvs.com/produto/suporte-e-manutencao-spoc/,Suporte e Manutenção SPOC|suporte e manutencao spoc,
Suporte e Sustentação,suporte-e-manutencao-prime,Suporte e Sustentação,Gestão,"O Suporte e Sustentação é um serviço que vai além do atendimento padrão, com um escopo mais abrangente, que pode ser formatado de acordo com as necessidades de sua empresa.",https://produtos.totvs.com/produto/suporte-e-manutencao-prime/,Suporte e Sustentação|suporte e manutencao prime,
AMS,ams,Sustentação,Gestão,"O serviço AMS (Application Management Services) do Delivery Center da TOTVS é um serviço completo de sustentação, que evita gargalos operacionais, diminui o tempo de resposta e oferece uma equipe totalmente focada no atendimento do dia a dia da sua empresa.",https://produtos.totvs.com/produto/servicos/sustentacao/ams/,AMS,sustentacao
Assessment de Customizações,assessment-de-customizacoes,Sustentação,Gestão,Conte com o serviço Assessment de Customizações para gerenciar objetos customizados e entender o ambiente de TI através de uma auditoria de melhores práticas de programação.,https://produtos.totvs.com/produto/servicos/sustentacao/assessment-de-customizacoes/,Assessment de Customizações|assessment de customizacoes,sustentacao
Assessoria - TOTVS Departamentos Jurídicos,assessoria-totvs-departamentos-juridicos,Sustentação,Gestão,Conte com o serviço de Assessoria - TOTVS Departamentos Jurídicos do Delivery Center para capacitar colaboradores e aproveitar todos os recursos do sistema.,https://produtos.totvs.com/produto/servicos/sustentacao/assessoria-totvs-departamentos-juridicos/,Assessoria - TOTVS Departamentos Jurídicos|Assessoria|TOTVS Departamentos Jurídicos|assessoria totvs departamentos juridicos,sustentacao
BSO,bso,Sustentação,Gestão,"O BSO (Business Software Outsourcing) é o serviço de guarda e gestão técnica de objetos customizados da TOTVS. Ele assegura governança, rastreabilidade e compatibilidade das suas personalizações, garantindo que os objetos estejam sempre alinhados às versões, releases e atualizações do seu ERP.",https://produtos.totvs.com/produto/servicos/sustentacao/bso/,BSO,sustentacao
Compatibilização de Customizações,compatibilizacao-de-customizacoes,Sustentação,Gestão,Conte com o serviço de Compatibilização de Customizações para detectar e corrigir os problemas de compatibilidade com a nova versão do ERP.,https://produtos.totvs.com/produto/servicos/sustentacao/compatibilizacao-de-customizacoes/,Compatibilização de Customizações|compatibilizacao de customizacoes,sustentacao
Gerenciamento de Infraestrutura de Software,gerenciamento-de-infraestrutura-de-software,Sustentação,Gestão,"Conte com o Gerenciamento de Infraestrutura de Software para realizar manutenções programadas e troubleshooting em bancos de dados, além de análise de logs e consultas de bancos de dados.",https://produtos.totvs.com/produto/servicos/sustentacao/gerenciamento-de-infraestrutura-de-software/,Gerenciamento de Infraestrutura de Software,sustentacao
Reversão de Códigos Fonte,reversao-de-codigos-fonte,Sustentação,Gestão,Conte com o Reversão de Códigos-Fonte do Delivery Center da TOTVS e tenha um serviço BSO para sistemas da Linha Protheus.,https://produtos.totvs.com/produto/servicos/sustentacao/reversao-de-codigos-fonte/,Reversão de Códigos Fonte|reversao de codigos fonte,sustentacao
Saneamento de Base - TOTVS Departamentos Jurídicos,saneamento-de-base-totvs-departamentos-juridicos,Sustentação,Gestão,"Conte com o serviço de Saneamento de Base do Delivery Center da TOTVS para organizar a base de processos de forma digital, o que facilita a consulta dos arquivos e mantém a integridade dos dados em seu sistema de gestão.",https://produtos.totvs.com/produto/servicos/sustentacao/saneamento-de-base-totvs-departamentos-juridicos/,Saneamento de Base - TOTVS Departamentos Jurídicos|Saneamento de Base|TOTVS Departamentos Jurídicos|saneamento de base totvs departamentos juridicos,sustentacao
Serviços Essenciais,servicos-essenciais,Sustentação,Gestão,"Os serviços essenciais de sustentação são mais do que um suporte de TI. É uma estrutura simplificada de sustentação para o ecossistema digital, que permite reduzir gargalos na operação, diminui o tempo de resposta e assegura o acesso a equipes de suporte altamente especializadas nas aplicações e infraestrutura em todos os módulos das linhas Protheus, Datasul e RM.",https://produtos.totvs.com/produto/servicos/sustentacao/servicos-essenciais/,Serviços Essenciais|servicos essenciais,sustentacao
Sustentação Segmentada - TOTVS Departamentos Jurídicos,sustentacao-segmentada-totvs-departamentos-juridicos,Sustentação,Gestão,Conte com o serviço de Sustentação Segmentada - TOTVS Departamentos Jurídicos para suporte tecnológico e assessoria funcional para o departamento jurídico da empresa.,https://produtos.totvs.com/produto/servicos/sustentacao/sustentacao-segmentada-totvs-departamentos-juridicos/,Sustentação Segmentada - TOTVS Departamentos Jurídicos|Sustentação Segmentada|TOTVS Departamentos Jurídicos|sustentacao segmentada totvs departamentos juridicos,sustentacao
TOTVS,totvs,TOTVS,Gestão,,https://produtos.totvs.com/produto/totvs/,,
TOTVS API Services,totvs-api-services,TOTVS API Services,Gestão,"O TOTVS API Services facilita o serviço de consulta automática à bases de dados externas. O sistema tem integração nativa com os produtos da TOTVS das linhas Protheus, Datasul e RM.",https://produtos.totvs.com/produto/totvs-api-services/,TOTVS API Services|API Services,
TOTVS Agendamentos,totvs-agendamentos,TOTVS Agendamentos,Gestão,"O TOTVS Agendamentos é um sistema para planejamento prévio de operações logísticas, que permite o rastreamento durante todo o processo, com registro do horário de chegada e saída dos caminhões e janelas operacionais adequadas para as demandas da sua empresa.",https://produtos.totvs.com/produto/totvs-agendamentos/,TOTVS Agendamentos|Agendamentos,
TOTVS Analytics,analytics,TOTVS Analytics,Gestão,"O TOTVS Analytics é um sistema de BI end-to-end, 100% mobile e com integração nativa com o banco de dados do seu sistema de gestão. A solução permite a criação de relatórios e dashboards dinâmicos e intuitivos, com atualização rápida dos dados e evolução histórica dos KPIs.",https://produtos.totvs.com/produto/analytics/,TOTVS Analytics|Analytics,
TOTVS Aprovações e Atendimento,aprovacoes-e-atendimento,TOTVS Aprovações e Atendimento,Gestão,"O TOTVS Aprovações e Atendimento é um sistema desenvolvido para a gestão de atendimento e aprovação, especialmente voltado para operações de atendimento ativo e receptivo. Com ele, você integra todos os fluxos de atendimento gerados nos módulos de produtos TOTVS da Linha RM.",https://produtos.totvs.com/produto/aprovacoes-e-atendimento/,TOTVS Aprovações e Atendimento|Aprovações e Atendimento|aprovacoes e atendimento,
TOTVS Assinatura Eletrônica,assinatura-eletronica,TOTVS Assinatura Eletrônica,Gestão,"O TOTVS Assinatura Eletrônica é uma plataforma centralizada para gestão e execução de assinaturas eletrônicas, que oferece total segurança e 100% de validade jurídica aos documentos.",https://produtos.totvs.com/produto/assinatura-eletronica/,TOTVS Assinatura Eletrônica|Assinatura Eletrônica|assinatura eletronica,
Classificador Fiscal by Busca.Legal,classificador-fiscal-by-busca-legal,TOTVS Backoffice,Gestão,Conte com a inteligência artificial de um chatbot tributário para automatizar a classificação fiscal e o cálculo de tributos para potencializar sua operação fiscal.,https://produtos.totvs.com/produto/totvs-backoffice/classificador-fiscal-by-busca-legal/,Classificador Fiscal by Busca.Legal|classificador fiscal by busca legal,totvs-backoffice
Classificação Tributária by Systax,classificacao-tributaria-by-systax,TOTVS Backoffice,Gestão,,https://produtos.totvs.com/produto/totvs-backoffice/classificacao-tributaria-by-systax/,Classificação Tributária by Systax|classificacao tributaria by systax,totvs-backoffice
Gestão de Receitas,gestao-de-receitas,TOTVS Backoffice,Gestão,O TOTVS Gestão de Receitas é um sistema completo para gerenciar a venda recorrente de produtos e serviços.,https://produtos.totvs.com/produto/totvs-backoffice/gestao-de-receitas/,Gestão de Receitas|gestao de receitas,totvs-backoffice
TOTVS Automação de Testes - Linha RM,totvs-automacao-de-testes-linha-rm,TOTVS Backoffice,Gestão,,https://produtos.totvs.com/produto/totvs-backoffice/totvs-automacao-de-testes-linha-rm/,TOTVS Automação de Testes - Linha RM|Automação de Testes - Linha RM|Automação de Testes|totvs automacao de testes linha rm,totvs-backoffice
TOTVS Backoffice,totvs-backoffice,TOTVS Backoffice,Gestão,Os produtos TOTVS estão em constante evolução para transpor desafios e acompanhar cada etapa da jornada digital da sua empresa.,https://produtos.totvs.com/produto/totvs-backoffice/,TOTVS Backoffice|Backoffice,
TOTVS Backoffice - Linha Datasul,totvs-backoffice-linha-datasul,TOTVS Backoffice,Gestão,"O TOTVS Backoffice - linha Datasul é um ERP versátil, com módulos flexíveis, especialmente eficientes para atender as demandas de empresas dos setores de manufatura, logística, saúde e agronegócio; e com integração perfeita com as soluções especialistas linha Datasul para esses segmentos.",https://produtos.totvs.com/produto/totvs-backoffice/totvs-backoffice-linha-datasul/,TOTVS Backoffice - Linha Datasul|Backoffice - Linha Datasul|totvs backoffice linha datasul|Datasul|Linha Datasul,totvs-backoffice
TOTVS Backoffice - Linha Logix,totvs-backoffice-linha-logix,TOTVS Backoffice,Gestão,"O TOTVS Backoffice - Linha Logix é um ERP flexível, de padrão global, que atende todas as necessidades da retaguarda administrativa da sua empresa, e ainda possui integração nativa com as soluções especialistas da linha Logix e outras linhas de produtos da TOTVS.",https://produtos.totvs.com/produto/totvs-backoffice/totvs-backoffice-linha-logix/,TOTVS Backoffice - Linha Logix|Backoffice - Linha Logix|totvs backoffice linha logix|Logix|Linha Logix,totvs-backoffice
TOTVS Backoffice - Linha Protheus,totvs-backoffice-linha-protheus,TOTVS Backoffice,Gestão,"O TOTVS Backoffice - Linha Protheus é uma poderosa ferramenta integrada de gestão. Robusto e flexível ao mesmo tempo, é composto por módulos que cobrem todas as operações de backoffice da sua empresa, além de permitir a integração com soluções especialistas para os mais diversos segmentos.",https://produtos.totvs.com/produto/totvs-backoffice/totvs-backoffice-linha-protheus/,TOTVS Backoffice - Linha Protheus|Backoffice - Linha Protheus|totvs backoffice linha protheus|Protheus|Microsiga|Linha Protheus,totvs-backoffice
TOTVS Backoffice - Linha Protheus LATAM,totvs-backoffice-linha-protheus-latam,TOTVS Backoffice,Gestão,"Protheus de TOTVS es la principal tarjeta de presentación de la empresa líder en sistemas ERP en América Latina. Y no es por casualidad. Con él, usted tiene una poderosa herramienta integrada de gestión, con una gama completa de módulos para el back office de su empresa, además de soluciones especializadas para los más diversos segmentos.",https://produtos.totvs.com/produto/totvs-backoffice/totvs-backoffice-linha-protheus-latam/,TOTVS Backoffice - Linha Protheus LATAM|Backoffice - Linha Protheus LATAM|totvs backoffice linha protheus latam,totvs-backoffice
TOTVS Backoffice - Linha RM,totvs-backoffice-linha-rm,TOTVS Backoffice,Gestão,"O TOTVS Backoffice - Linha RM é uma solução completa para gestão da sua empresa. Sempre pronta para se adaptar às novas realidades do mercado, é versátil, capaz de atender as necessidades de organizações de todos os portes nos mais diferentes setores.",https://produtos.totvs.com/produto/totvs-backoffice/totvs-backoffice-linha-rm/,TOTVS Backoffice - Linha RM|Backoffice - Linha RM|totvs backoffice linha rm|RM|Linha RM,totvs-backoffice
TOTVS Central do Cliente,totvs-central-do-cliente,TOTVS Backoffice,Gestão,,https://produtos.totvs.com/produto/totvs-backoffice/totvs-central-do-cliente/,TOTVS Central do Cliente|Central do Cliente,totvs-backoffice
TOTVS Conector - Linha Gesplan,conector-linha-gesplan,TOTVS Backoffice,Gestão,"O TOTVS Conector - Linha Gesplan é um orquestrador de integrações, que traduz a linguagem de um sistema para outro, 100% no-code, sem necessidade de programação.",https://produtos.totvs.com/produto/totvs-backoffice/conector-linha-gesplan/,TOTVS Conector - Linha Gesplan|Conector - Linha Gesplan|Conector|Linha Gesplan|conector linha gesplan,totvs-backoffice
TOTVS Gestão Financeira - Linha Gesplan,gestao-financeira-linha-gesplan,TOTVS Backoffice,Gestão,"Sistema formado por um conjunto de módulos que permite centralizar o seu controle de Tesouraria, Operações Financeiras, contratos de arrendamento e cláusulas financeiras, operacionais, estatutárias e ambientais nos contratos da sua empresa.",https://produtos.totvs.com/produto/totvs-backoffice/gestao-financeira-linha-gesplan/,TOTVS Gestão Financeira - Linha Gesplan|Gestão Financeira - Linha Gesplan|Gestão Financeira|Linha Gesplan|gestao financeira linha gesplan,totvs-backoffice
TOTVS Portal de Vendas,portal-de-vendas,TOTVS Backoffice,Gestão,,https://produtos.totvs.com/produto/totvs-backoffice/portal-de-vendas/,TOTVS Portal de Vendas|Portal de Vendas,totvs-backoffice
TOTVS Transmite,totvs-transmite,TOTVS Backoffice,Gestão,O TOTVS Transmite é uma solução complementar ao módulo Transmissão de Documentos Eletrônicos (antigo TSS) dos ERPs TOTVS da linha Protheus. Com a ferramenta você otimiza toda a gestão e armazenamento de documentos fiscais eletrônicos da sua empresa.,https://produtos.totvs.com/produto/totvs-backoffice/totvs-transmite/,TOTVS Transmite|Transmite,totvs-backoffice
TOTVS Business Agility,totvs-business-agility,TOTVS Business Agility,Gestão,,https://produtos.totvs.com/produto/totvs-business-agility/,TOTVS Business Agility|Business Agility,
Meu CRM,meu-crm,TOTVS CRM,Gestão,,https://produtos.totvs.com/produto/totvs-crm/meu-crm/,Meu CRM,totvs-crm
TOTVS CRM,totvs-crm,TOTVS CRM,Gestão,Os produtos TOTVS estão em constante evolução para transpor desafios e acompanhar cada etapa da jornada digital da sua empresa.,https://produtos.totvs.com/produto/totvs-crm/,TOTVS CRM|CRM,
TOTVS CRM Gestão de Clientes,totvs-crm-gestao-de-clientes,TOTVS CRM,Gestão,"O TOTVS CRM Gestão de Clientes é um sistema completo de gestão de relacionamento, com dados que permite explorar todas as oportunidades e contatos possíveis, além de automatizar processos e oferecer insumos para uma atuação mais estratégica e inteligente dos times.",https://produtos.totvs.com/produto/totvs-crm/totvs-crm-gestao-de-clientes/,TOTVS CRM Gestão de Clientes|CRM Gestão de Clientes|totvs crm gestao de clientes,totvs-crm
TOTVS SFA,totvs-sfa,TOTVS CRM,Gestão,"O TOTVS SFA é um sistema de automação de força de vendas, capaz de atender desde empresas de pequeno e médio porte até gigantes multinacionais. Com ele, você gerencia sua carteira de clientes, controla agendas, rotas de visitas, atendimentos e visitas aos clientes, entre outros processos fundamentais para sua atividade comercial.",https://produtos.totvs.com/produto/totvs-crm/totvs-sfa/,TOTVS SFA|SFA,totvs-crm
TOTVS Carol Assistente,totvs-carol-assistente,TOTVS Carol Assistente,Gestão,"O TOTVS Carol Assistente é uma aplicação nativa da plataforma de Inteligência Artificial da TOTVS, e que pode ser acionada a partir de qualquer plataforma web. Com isso, você tem acesso a um chatbot inteligente, equipado com processamento de linguagem natural e machine learning.",https://produtos.totvs.com/produto/totvs-carol-assistente/,TOTVS Carol Assistente|Carol Assistente,
TOTVS Carol Painel Backoffice,totvs-carol-painel-backoffice,TOTVS Carol Painel Backoffice,Gestão,Utilize Inteligência Artificial para acessar projeções precisas e variações inesperadas nas suas rotinas contábil e de compras.,https://produtos.totvs.com/produto/totvs-carol-painel-backoffice/,TOTVS Carol Painel Backoffice|Carol Painel Backoffice,
TOTVS Checklist,totvs-checklist,TOTVS Checklist,Gestão,"O TOTVS Checklist é uma solução desenvolvida para acompanhamento de tarefas passo a passo nas mais diferentes atividades e em setores como Agro, Manufatura, Distribuição, Logística entre outros.",https://produtos.totvs.com/produto/totvs-checklist/,TOTVS Checklist|Checklist,
TOTVS Checklist,checklist,TOTVS Checklist,Gestão,"Dê adeus à prancheta e aos controles manuais e conte com o TOTVS Checklist para realizar vistorias com tecnologia móvel, fazer registros visuais e gerar dados estruturados.",https://produtos.totvs.com/produto/totvs-checklist/checklist/,TOTVS Checklist|Checklist,totvs-checklist
IaaS,iaas,TOTVS Cloud,Gestão,"Tecnologia de infraestrutura de nuvem com zonas de disponibilidade exclusivas, alto desempenho e baixa latência.",https://produtos.totvs.com/produto/totvs-cloud/iaas/,IaaS,totvs-cloud
Meu T-Cloud,meu-t-cloud,TOTVS Cloud,Gestão,,https://produtos.totvs.com/produto/totvs-cloud/meu-t-cloud/,Meu T-Cloud|meu t cloud,totvs-cloud
PaaS,paas,TOTVS Cloud,Gestão,"TOTVS Cloud no modelo PaaS é a solução completa de nuvem, exclusiva para clientes TOTVS . Com ela você cuida da carga de dados dos produtos e da aplicação TOTVS por meio da plataforma T-Cloud.",https://produtos.totvs.com/produto/totvs-cloud/paas/,PaaS,totvs-cloud
TOTVS Cloud,totvs-cloud,TOTVS Cloud,Gestão,,https://produtos.totvs.com/produto/totvs-cloud/,TOTVS Cloud|Cloud,
TOTVS Coleta e Entrega,totvs-coleta-e-entrega,TOTVS Coleta e Entrega,Gestão,"O TOTVS Coleta e Entrega é um sistema modelado para atender a demanda do transporte na Última ou na Primeira Milha, que representam parte importante do custo de transporte das empresas. Com ele, você acompanha em tempo real tudo que está acontecendo na execução das tarefas na rua.",https://produtos.totvs.com/produto/totvs-coleta-e-entrega/,TOTVS Coleta e Entrega|Coleta e Entrega,
Consultoria de Compliance,consultoria-de-compliance,TOTVS Consulting,Gestão,"A Consultoria em Compliance da TOTVS Consulting garante que sua empresa adapte processos para atender obrigações legais em relação à Lei Geral de Proteção de Dados e organizar uma política de Sustentabilidade nas áreas social, ambiental e de governança.",https://produtos.totvs.com/produto/totvs-consulting/consultoria-de-compliance/,Consultoria de Compliance,totvs-consulting
Consultoria de Pessoas,consultoria-de-pessoas,TOTVS Consulting,Gestão,"A Consultoria de Pessoas realiza uma análise detalhada das Pessoas, Processos e Tecnologia na empresa para identificar gaps e oportunidades de melhoria.",https://produtos.totvs.com/produto/totvs-consulting/consultoria-de-pessoas/,Consultoria de Pessoas,totvs-consulting
Consultoria de Supply Chain,consultoria-de-supply-chain,TOTVS Consulting,Gestão,,https://produtos.totvs.com/produto/totvs-consulting/consultoria-de-supply-chain/,Consultoria de Supply Chain,totvs-consulting
Consultoria de Supply Chain,consultoria-de-supply-chain-totvs-consulting,TOTVS Consulting,Gestão,Conte com a Consultoria de Supply Chain da TOTVS Consulting para realizar a melhoria na cadeia de suprimentos da sua empresa.,https://produtos.totvs.com/produto/totvs-consulting/consultoria-de-supply-chain-totvs-consulting/,Consultoria de Supply Chain|consultoria de supply chain totvs consulting,totvs-consulting
Consultoria para Transformação Digital,consultoria-para-transformacao-digital,TOTVS Consulting,Gestão,A Consultoria em Transformação Digital faz uma radiografia completa da sua empresa e do segmento em que ela atua para identificar as tendências de negócio que terão mais impacto na sua cadeia de valor e quais tecnologias permitem acompanhá-las.,https://produtos.totvs.com/produto/totvs-consulting/consultoria-para-transformacao-digital/,Consultoria para Transformação Digital|consultoria para transformacao digital,totvs-consulting
Consultoria Tecnológica,consultoria-tecnologica,TOTVS Consulting,Gestão,A Consultoria Tecnológica identifica as melhores soluções para o seu negócio e garante o uso eficiente de tecnologias.,https://produtos.totvs.com/produto/totvs-consulting/consultoria-tecnologica/,Consultoria Tecnológica|consultoria tecnologica,totvs-consulting
CSC,csc,TOTVS Consulting,Gestão,"O CSC (Centro de Serviços Compartilhados) implementado pela TOTVS Consulting permite otimizar processos e aumentar a produtividade da sua empresa por meio da integração de serviços, tarefas e departamentos.",https://produtos.totvs.com/produto/totvs-consulting/csc/,CSC,totvs-consulting
Desempenho Empresarial,desempenho-empresarial,TOTVS Consulting,Gestão,"A Consultoria de Desempenho Empresarial da TOTVS Consulting é um pacote de serviços voltado para a melhoria de performance da sua empresa, nos mais diferentes aspectos do seu negócio.",https://produtos.totvs.com/produto/totvs-consulting/desempenho-empresarial/,Desempenho Empresarial,totvs-consulting
Gestão de Processos,gestao-de-processos,TOTVS Consulting,Gestão,"Conte com o serviço de Consultoria de Gestão de Processos , da TOTVS Consulting, para identificar os gaps que sua empresa deve superar para atingir seus objetivos estratégicos e as oportunidades de melhoria nos processos de rotina.",https://produtos.totvs.com/produto/totvs-consulting/gestao-de-processos/,Gestão de Processos|gestao de processos,totvs-consulting
TOTVS Consulting,totvs-consulting,TOTVS Consulting,Gestão,,https://produtos.totvs.com/produto/totvs-consulting/,TOTVS Consulting|Consulting,
